45,11,451100,贺州市
45,12,451200,河池市
45,13,451300,来宾市
45,14,451400,崇左市
46,01,460100,海口市
46,02,460200,三亚市
46,03,460300,三沙市
46,90,469000,省直辖县级行政区划
51,01,510100,成都市
51,03,510300,自贡市
51,04,510400,攀枝花市
51,05,510500,泸州市
51,06,510600,德阳市
51,07,510700,绵阳市
51,08,510800,广元市
51,09,510900,遂宁市
51,10,511000,内江市
51,11,511100,乐山市
51,13,511300,南充市
51,14,511400,眉山市
51,15,511500,宜宾市
51,16,511600,广安市
51,17,511700,达州市
51,18,511800,雅安市
51,19,511900,巴中市
51,20,512000,资阳市
51,32,513200,阿坝藏族羌族自治州
51,33,513300,甘孜藏族自治州
51,34,513400,凉山彝族自治州
52,01,520100,贵阳市
52,02,520200,六盘水市
52,03,520300,遵义市
52,04,520400,安顺市
52,05,520500,毕节市
52,06,520600,铜仁市
52,23,522300,黔西南布依族苗族自治州
52,26,522600,黔东南苗族侗族自治州
52,27,522700,黔南布依族苗族自治州
53,01,530100,昆明市
53,03,530300,曲靖市
53,04,530400,玉溪市
53,05,530500,保山市
53,06,530600,昭通市
53,07,530700,丽江市
53,08,530800,普洱市
53,09,530900,临沧市
53,23,532300,楚雄彝族自治州
53,25,532500,红河哈尼族彝族自治州
53,26,532600,文山壮族苗族自治州
53,28,532800,西双版纳傣族自治州
53,29,532900,大理白族自治州
53,31,533100,德宏傣族景颇族自治州
53,33,533300,怒江傈僳族自治州
53,34,533400,迪庆藏族自治州
54,01,540100,拉萨市
54,21,542100,昌都地区
54,22,542200,山南地区
54,23,542300,日喀则地区
54,24,542400,那曲地区
54,25,542500,阿里地区
54,26,542600,林芝地区
61,01,610100,西安市
61,02,610200,铜川市
61,03,610300,宝鸡市
61,04,610400,咸阳市
61,05,610500,渭南市
61,06,610600,延安市
61,07,610700,汉中市
61,08,610800,榆林市
61,09,610900,安康市
61,10,611000,商洛市
62,01,620100,兰州市
62,02,620200,嘉峪关市
62,03,620300,金昌市
62,04,620400,白银市
62,05,620500,天水市
62,06,620600,武威市
62,07,620700,张掖市
62,08,620800,平凉市
62,09,620900,酒泉市
62,10,621000,庆阳市
62,11,621100,定西市
62,12,621200,陇南市
62,29,622900,临夏回族自治州
62,30,623000,甘南藏族自治州
63,01,630100,西宁市
63,02,630200,海东市
63,22,632200,海北藏族自治州
63,23,632300,黄南藏族自治州
63,25,632500,海南藏族自治州
63,26,632600,果洛藏族自治州
63,27,632700,玉树藏族自治州
63,28,632800,海西蒙古族藏族自治州
64,01,640100,银川市
64,02,640200,石嘴山市
64,03,640300,吴忠市
64,04,640400,固原市
64,05,640500,中卫市
65,01,650100,乌鲁木齐市
65,02,650200,克拉玛依市
65,21,652100,吐鲁番地区
65,22,652200,哈密地区
65,23,652300,昌吉回族自治州
65,27,652700,博尔塔拉蒙古自治州
65,28,652800,巴音郭楞蒙古自治州
65,29,652900,阿克苏地区
65,30,653000,克孜勒苏柯尔克孜自治州
65,31,653100,喀什地区
65,32,653200,和田地区
65,40,654000,伊犁哈萨克自治州
65,42,654200,塔城地区
65,43,654300,阿勒泰地区
65,90,659000,自治区直辖县级行政区划
